account,Text,Date,Compound,Positive,Negative,Neutral,Tweets Ago
CBS,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime… https://t.co/GNkK4Zf2kD,Thu Aug 09 18:47:00 +0000 2018,0.7901,0.28,0.72,0.0,100
nytimes,Her home in Vienna was confiscated by the Nazis in 1940. She later secretly moved back in and spied on the SS offic… https://t.co/UIfZQ2NrxO,Fri Oct 05 19:30:04 +0000 2018,0.0,0.0,1.0,0.0,1
nytimes,Conservatives hope to use the liberal opposition to Brett Kavanaugh’s nomination as a graphic example of the threat… https://t.co/Md7ORn1VQx,Fri Oct 05 19:15:06 +0000 2018,0.4404,0.146,0.854,0.0,2
nytimes,"RT @NYTNational: ⚡️ “Chicago officer found guilty of murder in Laquan McDonald case”

https://t.co/fNL73Or7El",Fri Oct 05 19:10:07 +0000 2018,-0.8176,0.0,0.615,0.385,3
nytimes,Breaking News: A white Chicago police officer who shot a black teenager 16 times was convicted of second-degree mur… https://t.co/E11ELSygND,Fri Oct 05 19:02:43 +0000 2018,0.0,0.0,1.0,0.0,4
nytimes,"For some, the sight of Melania Trump on a Kenyan safari wearing a white pith helmet — a common symbol of European c… https://t.co/xSkZPqb8XP",Fri Oct 05 19:00:10 +0000 2018,0.0,0.0,1.0,0.0,5
nytimes,"5 million Americans make their own bullets and shells. They say it's a therapeutic hobby, a money-saver and a way t… https://t.co/CeXrrc4GU7",Fri Oct 05 18:45:09 +0000 2018,0.0,0.0,1.0,0.0,6
nytimes,"In Opinion

Emma González writes, ""This isn’t something we are ever going to forget about. This isn’t something we… https://t.co/tXBQhvJ72K",Fri Oct 05 18:30:04 +0000 2018,-0.2263,0.0,0.909,0.091,7
nytimes,"RT @NYTNational: “I flail, I gasp, and I make barbaric yawps — even though the pool I’m using is only four feet deep, even though I have a…",Fri Oct 05 18:20:05 +0000 2018,0.0,0.0,1.0,0.0,8
nytimes,Here are the 4 key senators as the Senate moves toward a final vote Saturday on Judge Brett Kavanaugh https://t.co/J3v8dl9l5h,Fri Oct 05 18:10:03 +0000 2018,0.0,0.0,1.0,0.0,9
nytimes,"By the Book: What does Tom Hanks look for in a novel? ""Authenticity. I want to see the world accurately, and histor… https://t.co/eBRl9N9ntt",Fri Oct 05 17:55:03 +0000 2018,0.3818,0.159,0.841,0.0,10
nytimes,"Exactly one year ago, reporting on Harvey Weinstein unleashed a movement. What will the next year bring? It’s hard… https://t.co/IlgH7jKDzQ",Fri Oct 05 17:40:08 +0000 2018,0.0,0.0,1.0,0.0,11
nytimes,Senator Lisa Murkowski was the only Republican to vote against moving ahead with Brett Kavanaugh’s confirmation to… https://t.co/Kb2Fcwfwzo,Fri Oct 05 17:25:07 +0000 2018,0.0,0.0,1.0,0.0,12
nytimes,"Trump claimed, without proof, that some of the women protesting the nomination of Brett Kavanaugh by confronting se… https://t.co/VBy87p1J5h",Fri Oct 05 17:10:08 +0000 2018,-0.5267,0.0,0.794,0.206,13
nytimes,There are many theories for why there are so few black kickers and punters at historically black colleges. Here are… https://t.co/9OaEv8LWqS,Fri Oct 05 16:55:06 +0000 2018,0.0,0.0,1.0,0.0,14
nytimes,"Modern Love: ""You can’t will the right man into your life simply by planning for him"" https://t.co/M8RNLZuJom [Corrects link]",Fri Oct 05 16:48:36 +0000 2018,0.6369,0.189,0.811,0.0,15
nytimes,"Bradley Cooper was very excited to finally reveal ""A Star Is Born."" But he wasn't really excited to sit down and ex… https://t.co/tUbe3uNnGm",Fri Oct 05 16:40:08 +0000 2018,0.6582,0.204,0.796,0.0,16
nytimes,"He has raced in a panda costume, passed up corporate cash and staged a huge upset. Meet Yuki Kawauchi, the great od… https://t.co/aEBdLsNZly",Fri Oct 05 16:25:06 +0000 2018,0.5859,0.237,0.667,0.096,17
nytimes,"Modern Love: ""You can’t will the right man into your life simply by planning for him"" https://t.co/KCsNYNT0y0",Fri Oct 05 16:20:10 +0000 2018,0.6369,0.208,0.792,0.0,18
nytimes,"For months, a reputed mobster has been pursued by someone who wanted him dead. On Thursday, outside a McDonald’s in… https://t.co/YSL3JGfsez",Fri Oct 05 15:50:08 +0000 2018,-0.6486,0.0,0.807,0.193,19
nytimes,Democrats think Jacky Rosen can win a crucial Senate seat in Nevada. But first she needs to make an impression with… https://t.co/Bs0vZfS5IB,Fri Oct 05 15:35:04 +0000 2018,0.6908,0.231,0.769,0.0,20
nytimes,"How special education is failing T.J., a friendly 12-year-old boy, and many children like him https://t.co/ixUXBFMCbr",Fri Oct 05 15:20:05 +0000 2018,0.6249,0.37,0.485,0.145,21
nytimes,"RT @nytgraphics: Results of procedural vote to limit debate on Kavanaugh nomination and move it to a final vote.

Murkowski voted No.
Manch…",Fri Oct 05 15:11:25 +0000 2018,-0.296,0.0,0.905,0.095,22
nytimes,A Frenchman who threw an ashtray and hit a young woman outside a Paris cafe after she confronted him for catcalling… https://t.co/j93ymgomVF,Fri Oct 05 15:05:05 +0000 2018,-0.2023,0.0,0.909,0.091,23
nytimes,Breaking News: Judge Brett Kavanaugh cleared a major hurdle as the Senate voted to cut off debate on his nomination… https://t.co/LjpcrnD5cx,Fri Oct 05 14:53:43 +0000 2018,-0.1779,0.065,0.837,0.098,24
nytimes,How every senator is voting on whether to advance Brett Kavanaugh's nomination to the Supreme Court https://t.co/VkRhEYzkV0,Fri Oct 05 14:44:02 +0000 2018,0.5574,0.184,0.816,0.0,25
nytimes,A divided Senate is headed toward a critical procedural vote Friday morning on the nomination of Brett Kavanaugh https://t.co/8kNRf7KGfh,Fri Oct 05 14:35:07 +0000 2018,-0.3182,0.0,0.874,0.126,26
nytimes,"RT @MichaelPaulson: You might know him as the creator of “Rent.” But Jonathan Larson left behind much more music, and some of it is about t…",Fri Oct 05 14:25:01 +0000 2018,0.0,0.0,1.0,0.0,27
nytimes,"""I have had people who will say no to that building because they don't want to line his pockets"" said a broker abou… https://t.co/9nVUWelQG6",Fri Oct 05 14:15:03 +0000 2018,-0.3447,0.0,0.86,0.14,28
nytimes,"""There's no fish in our 'fish,'"" said a fishmonger who opened what he says is London's first stand-alone vegan fish… https://t.co/sTClYcVXUI",Fri Oct 05 14:00:13 +0000 2018,-0.296,0.0,0.896,0.104,29
nytimes,"""The vice president attempted to shift public scrutiny from Russia to China,"" said a senior fellow at the Brookings… https://t.co/p9sEpFda9H",Fri Oct 05 13:44:01 +0000 2018,0.0,0.0,1.0,0.0,30
nytimes,"Cindy Sherman has recently taken to Instagram, where she has been producing a series of images utterly unlike anyth… https://t.co/dbFF2G1Rpr",Fri Oct 05 13:31:04 +0000 2018,0.0,0.0,1.0,0.0,31
nytimes,Our cybersecurity reporter @sheeraf explains how she safeguards her devices https://t.co/wqFo3CVKDw,Fri Oct 05 13:16:04 +0000 2018,0.34,0.194,0.806,0.0,32
nytimes,John Paul Stevens said that Judge Brett Kavanaugh's statements at the hearings revealed prejudices that would make… https://t.co/YgRuYlzrAY,Fri Oct 05 13:00:09 +0000 2018,-0.4215,0.0,0.859,0.141,33
nytimes,"His post and movement, #squatforchange, reignited the conversation about how changing stations are more commonly fo… https://t.co/6zyqvXuFQZ",Fri Oct 05 12:45:05 +0000 2018,0.0,0.0,1.0,0.0,34
nytimes,"Breaking News: The U.S. economy added 134,000 jobs in September, extending a record run of hiring to eight full yea… https://t.co/YeWJ2PTQnn",Fri Oct 05 12:38:07 +0000 2018,0.0,0.0,1.0,0.0,35
nytimes,"Joel Kaplan, Facebook's vice president for global public policy, sat two rows behind Judge Brett Kavanaugh at his t… https://t.co/amvlqylND2",Fri Oct 05 12:30:12 +0000 2018,0.0,0.0,1.0,0.0,36
nytimes,What lawmakers from both parties had to say about the FBI report on Brett Kavanaugh https://t.co/pw5EmRWZsk,Fri Oct 05 12:16:02 +0000 2018,0.4019,0.153,0.847,0.0,37
nytimes,"Your daily @DealBook Briefing:

• A report on Chinese spy chips sparks a heated debate. 

• Elon Musk still isn't p… https://t.co/WjEsidnTzB",Fri Oct 05 12:00:11 +0000 2018,0.0,0.0,1.0,0.0,38
nytimes,"""By recounting what happened to us, we relived our pain and risked being judged harshly by those around us,"" Nadia… https://t.co/inBZZniHpL",Fri Oct 05 11:44:01 +0000 2018,-0.6369,0.0,0.785,0.215,39
nytimes,President Trump mocked former Senator Al Franken for folding “like a wet rag” and quickly resigning last year in th… https://t.co/M9odjDB4qV,Fri Oct 05 11:30:12 +0000 2018,-0.4939,0.0,0.811,0.189,40
nytimes,"In Opinion

Op-Ed contributor @rgay writes: ""Despite everything we know about the prevalence of sexual assault and… https://t.co/Ci4cIUT6d7",Fri Oct 05 11:15:04 +0000 2018,-0.5859,0.0,0.817,0.183,41
nytimes,RT @katierogers: FLOTUS dances with orphans in Kenya https://t.co/IhyHfMGtOJ,Fri Oct 05 11:11:03 +0000 2018,0.0,0.0,1.0,0.0,42
nytimes,What the FBI found out (or didn't) about Judge Brett Kavanaugh https://t.co/QNCJ7AHKZR https://t.co/NRoWkNpnLk,Fri Oct 05 11:00:07 +0000 2018,0.0,0.0,1.0,0.0,43
nytimes,"Denis Mukwege and Nadia Murad won the Nobel Peace Prize ""for their efforts to end the use of sexual violence as a w… https://t.co/VABpgfQYLK",Fri Oct 05 10:44:03 +0000 2018,0.7506,0.312,0.565,0.122,44
nytimes,"The United States has long used its economic and financial power to pursue its foreign policy goals. But last week,… https://t.co/AopS08hqbE",Fri Oct 05 10:30:04 +0000 2018,0.4215,0.123,0.877,0.0,45
nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/w7pPy7gxgD,Fri Oct 05 10:16:03 +0000 2018,0.0,0.0,1.0,0.0,46
nytimes,"The Hong Kong government plans to force out an editor for the @FinancialTimes, a move that deepens concerns about t… https://t.co/zWt8KLgsQ1",Fri Oct 05 10:00:12 +0000 2018,0.0,0.0,1.0,0.0,47
nytimes,"Nadia Murad, who had been forced into sexual slavery by the Islamic State, embarked on a worldwide campaign that he… https://t.co/k441unnp7v",Fri Oct 05 09:50:00 +0000 2018,-0.8316,0.0,0.698,0.302,48
nytimes,"""I have seen what has been done to them. I have heard them tell me that armed attackers raped them and killed their… https://t.co/9ZAalGkuAO",Fri Oct 05 09:40:00 +0000 2018,-0.93,0.0,0.61,0.39,49
nytimes,"In Opinion

Seeing the Earth from the moon 50 years ago changed these astronauts forever. In this film, they tell t… https://t.co/zIfA8ZWRbo",Fri Oct 05 09:29:05 +0000 2018,0.0,0.0,1.0,0.0,50
nytimes,"RT @nytimesworld: Osaka, Japan, officially severed a sister-city partnership with San Francisco in protest of a “comfort women” monument ht…",Fri Oct 05 09:20:02 +0000 2018,-0.5423,0.0,0.78,0.22,51
nytimes,Breaking News: The Nobel Peace Prize was awarded to Denis Mukwege and Nadia Murad for their work to end the use of… https://t.co/yT3p9xZUlX,Fri Oct 05 09:10:12 +0000 2018,0.8591,0.322,0.678,0.0,52
nytimes,"Unilever, the consumer products giant, has given up on plans to close its London headquarters https://t.co/FehRMzzmY3",Fri Oct 05 09:00:18 +0000 2018,0.0,0.0,1.0,0.0,53
nytimes,"""If 'Seinfeld' was a show about nothing, 'The Good Place' is a show about everything — including, and especially, g… https://t.co/TAPMJIoS8R",Fri Oct 05 08:45:03 +0000 2018,-0.3412,0.0,0.876,0.124,54
nytimes,"A prominent Pakistani journalist has been accused of treason, in a case the country’s press corps says is one of se… https://t.co/1rCvAWorJd",Fri Oct 05 08:30:09 +0000 2018,-0.4215,0.094,0.697,0.209,55
nytimes,"In 1980s movies, girls got drunk, spied on, stuffed in car trunks and shopping carts, and laughed at. ""In stories e… https://t.co/AYlNZOALHV",Fri Oct 05 08:15:04 +0000 2018,0.1531,0.118,0.787,0.094,56
nytimes,"It all started as a peaceful civil rights march. 50 years and 3,600 deaths later, the scars of Northern Ireland's T… https://t.co/BTuv0iYTg3",Fri Oct 05 08:00:05 +0000 2018,0.4939,0.138,0.862,0.0,57
nytimes,The United States imposed sanctions against a Turkish company and two of its officers for doing business with North… https://t.co/qTD7W41DZg,Fri Oct 05 07:45:02 +0000 2018,0.3612,0.133,0.806,0.062,58
nytimes,"A rural festival in Australia has become a gathering that ignites love and fights loneliness, where generosity, sup… https://t.co/FmqjeIzJiH",Fri Oct 05 07:30:10 +0000 2018,0.7351,0.379,0.426,0.195,59
nytimes,RT @eringriffith: Most celebrity tech investors are men. Priyanka Chopra is about to change that: https://t.co/LCGSS41Ntm,Fri Oct 05 07:13:10 +0000 2018,0.0,0.0,1.0,0.0,60
nytimes,"“Foreign mercenaries will never be allowed in this country,” Afghanistan's president said, indirectly referring to… https://t.co/oNx2tZ8vYv",Fri Oct 05 07:00:04 +0000 2018,0.0,0.0,1.0,0.0,61
nytimes,The mysterious company known as CEFC China was in the oil business. Now prosecutors say a top official explored ano… https://t.co/kxNwUPKied,Fri Oct 05 06:45:06 +0000 2018,0.2023,0.087,0.913,0.0,62
nytimes,"When rescuers arrived at the buildings destroyed by an earthquake and tsunami in Palu, Indonesia, they first heard… https://t.co/qjoswa41Qs",Fri Oct 05 06:30:08 +0000 2018,-0.4939,0.0,0.849,0.151,63
nytimes,"In Malaysia, what began as a routine rescue went horribly awry with a shocking swiftness. Six firefighters drowned. https://t.co/RN74gtTC7Q",Fri Oct 05 06:15:07 +0000 2018,-0.7717,0.125,0.494,0.38,64
nytimes,"Yer a museum exhibit, Harry https://t.co/nRrWVIv88V",Fri Oct 05 06:00:09 +0000 2018,0.0,0.0,1.0,0.0,65
nytimes,"RT @MujMash: What explains Ghani gov's sudden anger at Blackwater's Erik Prince? 

We have been following a story on how officials fear Pri…",Fri Oct 05 05:53:54 +0000 2018,-0.7845,0.0,0.743,0.257,66
nytimes,"Thousands of immigrants from El Salvador, Haiti, Nicaragua and Sudan are breathing sighs of relief: For now, they c… https://t.co/TbVpQZbjju",Fri Oct 05 05:45:03 +0000 2018,0.4767,0.14,0.86,0.0,67
nytimes,"“Once you engineer a virus that spreads by insect, it is hard to imagine how you would ever control it,” one critic… https://t.co/xpFnEckok5",Fri Oct 05 05:30:04 +0000 2018,-0.1027,0.0,0.938,0.062,68
nytimes,"In 2015, Leon Lederman, a Nobel Prize-winning physicist, had to sell his medal for $765,000 to pay medical bills https://t.co/YYmtoEoEP8",Fri Oct 05 05:15:04 +0000 2018,0.4019,0.144,0.791,0.065,69
nytimes,RT @amyyqin: In what other job would eating everything in sight at a Taiwanese night market be considered work? #lovemyjob My story on Q te…,Fri Oct 05 05:02:03 +0000 2018,0.0,0.0,1.0,0.0,70
nytimes,"“What they have shown is that certain journals, and perhaps to an extent certain fields, can’t distinguish between… https://t.co/2dLV5YQnPp",Fri Oct 05 04:47:02 +0000 2018,0.4939,0.198,0.802,0.0,71
nytimes,"RT @nytopinion: Only by voting no, by asking Trump to send someone else for it to consider, can the Senate pass its test of institutional c…",Fri Oct 05 04:32:02 +0000 2018,-0.296,0.0,0.919,0.081,72
nytimes,President Trump mocked former Senator Al Franken for folding “like a wet rag” and quickly resigning last year in th… https://t.co/aZpFHG8XsN,Fri Oct 05 04:17:01 +0000 2018,-0.4939,0.0,0.811,0.189,73
nytimes,"Mia Love, the only black Republican woman in Congress, won her last election by nearly 13 points. But Democrats see… https://t.co/1uHAZTCY4e",Fri Oct 05 04:02:05 +0000 2018,0.7717,0.281,0.641,0.078,74
nytimes,"In Opinion

Daniel Willingham writes: ""There’s no good scientific evidence that learning styles actually exist."" https://t.co/TwvXDRfPZQ",Fri Oct 05 03:47:01 +0000 2018,0.1779,0.152,0.733,0.115,75
nytimes,Judge Brett Kavanaugh’s op-ed in The Wall Street Journal appeared to be aimed at a handful of lawmakers who remaine… https://t.co/wsA0ikocCF,Fri Oct 05 03:32:01 +0000 2018,0.0,0.0,1.0,0.0,76
nytimes,"RT @NYTObits: When a deadly blizzard hit Nebraska in 1888, a teacher used quick thinking to get her students to safety. Read Minnie Freeman…",Fri Oct 05 03:17:04 +0000 2018,0.4215,0.118,0.882,0.0,77
nytimes,"In an unusual rebuke from a former member of the Supreme Court, Justice John Paul Stevens said that Judge Brett Kav… https://t.co/dg2RyXPdH5",Fri Oct 05 03:02:05 +0000 2018,0.7906,0.269,0.731,0.0,78
nytimes,RT @jakesilverstein: Rollout of @NYTmag Culture Issue continues today with this beautiful profile of @BarryJenkins by @angelaflournoy (w/ p…,Fri Oct 05 02:51:03 +0000 2018,0.6833,0.204,0.796,0.0,79
nytimes,"10 women are running for New York’s State Senate against another female candidate, the highest number of two-woman… https://t.co/swlyIMETem",Fri Oct 05 02:47:04 +0000 2018,0.0772,0.067,0.933,0.0,80
nytimes,"Senator Orrin Hatch, shielded by aides, waved a protester off, telling her and others that he would talk to them “w… https://t.co/JCbZ8RVl0L",Fri Oct 05 02:30:06 +0000 2018,0.0,0.0,1.0,0.0,81
nytimes,"RT @nytopinion: There is clear, substantial evidence that Brett Kavanaugh has not been honest throughout his confirmation process. But cons…",Fri Oct 05 02:17:02 +0000 2018,0.1774,0.183,0.705,0.112,82
nytimes,What's one of the fastest growing sources of greenhouse gas emissions? A new report says plastics. https://t.co/p92EDjjX2w,Fri Oct 05 02:02:01 +0000 2018,0.1779,0.102,0.898,0.0,83
nytimes,Elon Musk took to Twitter less than a week after settling the Securities and Exchange Commission's lawsuit against… https://t.co/kzBve0527a,Fri Oct 05 01:47:02 +0000 2018,0.0772,0.109,0.796,0.095,84
nytimes,RT @jwpetersNYT: “This is a dry run for the impeachment.” The right tries to keep the base on edge over Kavanaugh. But does it last if he g…,Fri Oct 05 01:33:03 +0000 2018,0.0,0.0,1.0,0.0,85
nytimes,"Osaka, Japan, officially severed a sister-city partnership with San Francisco in protest of a “comfort women” monum… https://t.co/u1B7GYe3ec",Fri Oct 05 01:24:02 +0000 2018,-0.5423,0.0,0.757,0.243,86
nytimes,"RT @shamblanderson: I hung out for 2 days on the set of my favorite TV show, @nbcthegoodplace, and left liking it even more. I wrote about…",Fri Oct 05 01:11:06 +0000 2018,0.6908,0.213,0.787,0.0,87
nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/aTEwvgoVVx,Fri Oct 05 01:02:05 +0000 2018,0.0,0.0,1.0,0.0,88
nytimes,"RT @hkbeech: When the earthquake came to Palu, Indonesia, entire neighborhoods disappeared under a bubbling sludge. https://t.co/POrBkxJecM",Fri Oct 05 00:51:05 +0000 2018,-0.2263,0.0,0.888,0.112,89
nytimes,Here's a list of early voting dates for the states that allow it [corrected typo] https://t.co/8MImT5BwcA,Fri Oct 05 00:48:47 +0000 2018,0.2263,0.119,0.881,0.0,90
nytimes,New York City officials said that they had joined state regulators in examining whether President Trump and his fam… https://t.co/epk9F9w9J8,Fri Oct 05 00:32:03 +0000 2018,0.0,0.0,1.0,0.0,91
nytimes,RT @PamelaPaulNYT: Everything about this cover brings me joy. Just wait ‘til you read ⁦@StephenKing⁩’s review. Just wait ‘til you read Tana…,Fri Oct 05 00:24:05 +0000 2018,0.5859,0.153,0.847,0.0,92
nytimes,"A New Jersey Transit train leaving Manhattan derailed entering a tunnel under the Hudson River on Thursday evening,… https://t.co/gtGkuWrOPn",Fri Oct 05 00:17:04 +0000 2018,-0.34,0.0,0.87,0.13,93
nytimes,It was the political equivalent of throwing an interception on the opening play of the game. A look at efforts to r… https://t.co/AuPjeKUxUl,Fri Oct 05 00:02:05 +0000 2018,0.34,0.103,0.897,0.0,94
nytimes,"The FBI investigation into Kavanaugh has ended. Here’s who was questioned, and who was not. https://t.co/6joKrA4TnW",Thu Oct 04 23:47:05 +0000 2018,-0.1027,0.0,0.915,0.085,95
nytimes,RT @lauriegnyt: Americans used to vote at much higher rates - as high as 80% even in midterms. What changed? A big-picture look at our aili…,Thu Oct 04 23:17:04 +0000 2018,0.0,0.0,1.0,0.0,96
nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/6hstvvVAwq,Thu Oct 04 23:06:06 +0000 2018,0.0,0.0,1.0,0.0,97
nytimes,It’s been called the most debauched outdoor party in Australia. But behind the drunken antics at the Deni Ute Muste… https://t.co/YKU6HFRhfp,Thu Oct 04 22:51:03 +0000 2018,0.4522,0.129,0.871,0.0,98
nytimes,"""When you invest in a black woman, she brings her house, her block, her church and her story,"" said Glynda C. Carr,… https://t.co/FMofIlt11i",Thu Oct 04 22:37:04 +0000 2018,-0.4404,0.0,0.879,0.121,99
nytimes,"This Greek-style broiled shrimp dish is ready in just 10 minutes, making it the perfect weeknight recipe https://t.co/dIkLqEQzM9",Thu Oct 04 22:33:04 +0000 2018,0.7351,0.279,0.721,0.0,100
